width,depth,one_gates,two_gates,Dp1,Dp2,Dp3,P,O,F,S,ideal_prob
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.034,0.035,0.966,1.0,0.129
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.023,0.024,0.977,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.039,0.041,0.961,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.037,0.038,0.963,1.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.03,0.031,0.97,3.0,0.123
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.039,0.041,0.961,1.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.033,0.034,0.967,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.032,0.033,0.968,4.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.031,0.032,0.969,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.029,0.03,0.971,1.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.033,0.034,0.967,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.027,0.028,0.973,1.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.034,0.035,0.966,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.023,0.024,0.977,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.035,0.036,0.965,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.031,0.032,0.969,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.028,0.029,0.972,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.028,0.029,0.972,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.037,0.039,0.963,4.0,0.498
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.028,0.029,0.972,4.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.021,0.022,0.979,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.027,0.028,0.973,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.031,0.032,0.969,2.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.026,0.027,0.974,4.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.036,0.037,0.964,3.0,0.12
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.032,0.033,0.968,0.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.032,0.033,0.968,4.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.036,0.037,0.964,5.0,0.13
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.032,0.033,0.968,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.031,0.032,0.969,3.0,-1.0
10.0,4603.0,8485.0,963.0,0.85,0.897,0.919,0.027,0.028,0.973,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.016,0.016,0.984,5.0,0.52
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,5.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.016,0.016,0.984,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,1.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.021,0.021,0.979,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.018,0.018,0.982,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.023,0.024,0.977,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,1.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.016,0.016,0.984,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.013,0.013,0.987,5.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.009,0.009,0.991,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,5.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.013,0.013,0.987,4.0,0.122
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.022,0.023,0.978,6.0,0.14
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,5.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,0.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.016,0.016,0.984,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.02,0.02,0.98,1.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.01,0.01,0.99,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.016,0.016,0.984,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.012,0.012,0.988,1.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.013,0.013,0.987,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.018,0.018,0.982,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.016,0.016,0.984,1.0,0.106
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.012,0.012,0.988,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.017,0.017,0.983,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.011,0.011,0.989,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.015,0.015,0.985,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.018,0.018,0.982,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.018,0.018,0.982,5.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,3.0,0.112
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.01,0.01,0.99,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.018,0.018,0.982,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.013,0.013,0.987,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,3.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.014,0.014,0.986,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.019,0.019,0.981,4.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.018,0.018,0.982,2.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.012,0.012,0.988,1.0,-1.0
12.0,12272.0,22993.0,2532.0,0.926,0.924,0.929,0.012,0.012,0.988,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,3.0,0.117
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.012,0.012,0.988,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.015,0.015,0.985,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.012,0.012,0.988,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,1.0,0.125
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,6.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.012,0.012,0.988,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.004,0.004,0.996,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.004,0.004,0.996,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,6.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,6.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,6.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,0.13
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,6.0,0.497
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.014,0.014,0.986,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.004,0.004,0.996,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,1.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.003,0.003,0.997,1.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,1.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,0.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.012,0.012,0.988,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,1.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,6.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.011,0.011,0.989,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.012,0.012,0.988,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.012,0.012,0.988,7.0,0.131
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,6.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.008,0.008,0.992,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.009,0.009,0.991,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.004,0.004,0.996,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.003,0.003,0.997,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,5.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,2.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.006,0.006,0.994,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.007,0.007,0.993,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,1.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.005,0.005,0.995,3.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.01,0.01,0.99,4.0,-1.0
14.0,26688.0,50281.0,5757.0,0.94,0.952,0.955,0.004,0.004,0.996,1.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,2.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,7.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.001,0.001,0.999,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,1.0,0.129
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,7.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,1.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.002,0.002,0.998,6.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,6.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,2.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,2.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.007,0.007,0.993,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,5.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,2.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,6.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.003,0.003,0.997,3.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.004,0.004,0.996,4.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.005,0.005,0.995,6.0,-1.0
16.0,58575.0,109663.0,12351.0,0.955,0.973,0.973,0.006,0.006,0.994,3.0,-1.0
